"60","I'm a stud that can last longer than the energizer bunny","1","83916","183","1"
"61","open to anything","2","83916","188","1"
"62","Hello to you!","1","49896","152","1"
"63","New member... still exploring","1","74844","183","1"
"64","no head games","1","81648","178","1"
"66","Move over Rover and let Dimi take over!!!","1","102060","188","1"
"67","older men are a real turn on","1","56700","168","1"
"68","lets get together","1","81648","183","1"
"69","Single; Cute & Funny","1","77112","165","1"
"70","...just back from Europe..","1","79380","178","1"
"72","Latinlover","4","74844","178","1"
"73","I think we are in ths same boat; it's time to sink or swim","1","81648","178","1"
"74","dejavu swallow me","1","77112","183","1"
"75","Looking for discreet encounters","1","102060","183","1"
"76","looking for fun for two","1","86184","183","1"
"77","i am definately worth a look","1","90720","183","1"
"78","share good times","1","77112","173","1"
"79","deperate times call for desperate measures","1","77112","168","1"
"80","looking to please!!!","1","74844","178","1"
"81","just for fun","1","86184","183","0"
"82","life's too short not to!!","1","79380","178","1"
"83","discret encounter","8","95256","178","1"
"84","Daytime erotic fun found here","1","77112","178","1"
"85","eee","8","86184","183","0"
"86","CUM FLY AWAY WITH ME","1","63504","163","1"
"87","Pretty women will be my downfall...lol","1","77112","183","1"
"88","Very open minded.....","1","81648","178","1"
"89","hi all","1","90720","183","1"
"90","If I tell you what I want. Can you deliver?","1","61236","173","1"
"91","Hello","1","99792","188","1"
"92","You will never know till you try!","1","108864","178","1"
"93","latin lover4u to have","4","79380","178","1"
"94","you've come to the right place","2","83916","183","1"
"95","Here I am","1","77112","178","1"
"96","A fun loving Young Executive","1","88452","183","1"
"97","Here I am","1","77112","178","1"
"98","Let's have fun","1","72576","178","1"
"99","goodlooking seeking adventure","1","77112","178","1"
"100","Looking to spice up my life and yours","1","92988","178","1"
"101","Hi there","9","54432","168","1"
"102","I love to play and have fun","1","81648","178","1"
"103","The tall dark mysterious stranger... is me!","1","79380","183","1"
"104","Show Me How To Please","1","97524","178","0"
"105","Come and light my fire....","1","58968","173","1"
"106","Thanks for a great time........you know who you are!","6","56700","163","1"
"107","If you like chocolate; take a taste of this.....","2","58968","178","1"
"109","Looking for a good woman","1","77112","173","1"
"110","Anyone up for intimate times","1","79380","168","1"
"111","Are you lookin for what I've got?","1","99792","188","1"
"112","Just a guy in boxers","1","83916","183","1"
"113","willing to wash and wax your kitchen floor !","1","97524","178","1"
"114","lookin' for somethin' special","1","95256","188","1"
"115","Looking for all the fun and pstoneion","1","92988","183","1"
"116","I want you","1","54432","168","1"
"117","looking for a little added fun","1","74844","178","0"
"118","Looking for older women","1","81648","183","1"
"119","offer me","1","86184","178","1"
"120","Single Indian Male Looking for Sex Any type of ladies","6","74844","183","1"
"121","Seeking a sensual playmate for mutual pleasure.","1","86184","173","1"
"122","I am open to suggestions.","1","72576","163","1"
"123","Hi; Active guy looking for the best life has to offer","1","90720","178","1"
"124","SEND ME YOUR THOUGHTS","9","63504","173","1"
"125","I reserve the right to back out..","1","47628","163","1"
"126","Are You The Tom Cruise Type?","1","56700","157","1"
"127","Hot Young Stud","8","74844","188","1"
"129","Fishing with no string.","3","68040","183","0"
"130","NEW PIC...looking for SENSUAL and TravelUAL fun!!!","1","88452","188","1"
"131","i want more","9","52164","163","1"
"132","pleasure takes two","1","63504","173","1"
"133","i m sensual  tender and strong masculin loving man  with hig swi","1","88452","188","1"
"134","Mr. Takes Forever","1","65772","168","1"
"135","Attached male ready and able to please","1","83916","178","1"
"136","Soakin' up the sun in Montreal ..","1","90720","183","1"
"137","Getting to know you....","1","97524","183","1"
"138","MAKING A WOMEN FEEL LIKE A QUEEN AND PLEASE HER IN EVERYWAY CAN","1","86184","173","1"
"139","Wine....women....and song !!(but not necessarily in that order!)","1","83916","178","1"
"140","Want a taste for life??","1","79380","178","1"
"141","Crazy Sexy Cool","1","83916","178","1"
"142","hello","1","74844","183","1"
"143","Down to earth and average BUT cutish; fun; and naughty!","1","68040","168","1"
"144","I am 6 ft 1; 195 lbs athletic build; hazel eyes; nice tan...and.","9","88452","188","1"
"145","Sensuous asian looking for the right gal. Find ""ME""","3","72576","173","1"
"146","Pstoneionate; intense and real","1","88452","183","1"
"147","Let's not waste any time - Let's Talk","1","79380","178","1"
"148","Help me show my wife the pleasures of anal.","2","102060","183","1"
"149","Fun and Pstoneion ;just like a strawberry dipped in chocolate...","1","88452","178","1"
"151","The grey fox","1","86184","188","1"
"152","Seeing things on a different perspective","1","81648","168","1"
"153","time to move on","1","90720","183","1"
"154","Looking for fun Online","1","83916","178","1"
"155","swim machine here looking to please ladies","1","77112","183","1"
"157","Hi.","1","95256","183","1"
"158","Looking for some fun times....","1","90720","188","1"
"160","looking for new adventure","1","86184","173","1"
"161","Looking for a Sex Buddy!!!","8","72576","168","1"
"162","Looking for fun!","1","104328","193","1"
"164","Nothing ventured nothing gained","1","81648","188","1"
"165","Adventure and Excitement....","1","79380","178","1"
"166","if you want some discret & gentle","1","95256","178","1"
"167","Very sensual and romantic!!","1","86184","183","1"
"168","LET'S STEP OFF THE EDGE AND SEE WHAT HAPPENS","1","102060","188","1"
"170","Looking for fun","1","90720","183","1"
"171","looking for afternoon fun","1","99792","178","1"
"172","Hey there I'm new so be gentle...","1","83916","178","1"
"173","looking for sweet lady","1","86184","183","1"
"174","Let me make you feel like a real woman","1","81648","178","1"
"175","007","2","58968","168","1"
"176","What do you see in me?","2","54432","163","1"
"177","hey","1","102060","188","0"
"178","I love pie","6","86184","173","1"
"179","Looking for a playmate","1","86184","183","1"
"180","Look no further.....","1","77112","178","1"
"181","TALL AND FIT","1","74844","183","1"
"182","Seeeking slim smokers","1","77112","188","1"
"183","looking for a discret mate","1","83916","173","1"
"184","can you brighten my day","1","58968","173","1"
"185","pick me","6","56700","168","1"
"186","a diamond in the rough","6","49896","165","1"
"187","come rock my world","1","63504","173","1"
"188","very lovable; very discreet","1","72576","178","1"
"189","would you like to take a bite","2","63504","173","0"
"190","Take me I'm yours.....","1","79380","178","1"
"191","hellooo ladiesss","7","81648","188","1"
"192","i'm all yours now","2","61236","173","1"
"193","all alone in the night sky","1","61236","173","1"
"194","i am the sun looking for my moon","1","58968","173","1"
"195","WOULD LIKE TO HAVE FUN","4","68040","168","1"
"196","Stop here i'm guaranteed to please!","1","74844","178","1"
"197","come out my fire","1","58968","168","1"
"198","pstoneion means living life","1","81648","188","1"
"199","hey; it's worth looking...","1","74844","183","1"
"201","just looking for some fun ;o)","1","83916","178","1"
"203","Who's up for a little fun on the side?","1","74844","178","1"
"204","good man who knows how to do bad things","1","83916","188","1"
"205","looking to find what I'm not getting at home","1","99792","183","0"
"206","Hei; hot lunch is ready to serve","3","72576","173","1"
"207","afternoon delight","1","90720","188","1"
"208","An attractive 30s man looking for an ongoing sensual friendship.","1","92988","183","1"
"209","looking for love","9","77112","178","1"
"210","looking to rock your world","9","68040","178","1"
"211","6ft4in and well worth the climb!","1","104328","193","1"
"212","Does anyone need arresting? I know it is corny","1","92988","188","1"
"213","tall fit & creative in so many ways !","5","104328","198","1"
"214","French men with big hearts wanted here","1","49896","163","1"
"215","Montreal Guy","1","120204","183","1"
"216","Looking for discreet fun","1","81648","183","1"
"217","Looking for new and exciting experiences","1","72576","183","1"
"218","Welcome to Fantasy Island!","1","92988","193","1"
"219","Seeking Excitement","1","88452","183","0"
"220","How Dew you Dew...","1","86184","183","1"
"221","looking for casual","9","54432","188","1"
"222","Mutual fun; excitement; respect and satisfaction only - no games","1","77112","173","1"
"223","Lookin' For a Little Lovin'","1","58968","168","1"
"224","I'm new; how are you?","1","52164","163","1"
"225","hi cowboys!","1","58968","168","1"
"226","Wants and Needs","1","54432","165","1"
"227","Hi there","1","61236","178","1"
"228","Looking for pleasure; I hope you are. It's what I love to give.","1","81648","183","1"
"229","Open to anything","1","113400","198","1"
"230","like to have fun","1","77112","178","1"
"231","Come check me out........","5","74844","183","1"
"234","Lookin For Fun","1","74844","173","1"
"235","looking for you","1","79380","173","1"
"236","Hi How are you?","1","81648","183","1"
"237","looking for play mate are you game","1","86184","188","1"
"238","Not trying to talk anyone off a ledge.","1","90720","188","1"
"239","Let's see where the fun is.","1","68040","163","1"
"240","I'm a fanatic when it comes to sports","1","56700","165","1"
"241","I'm into all sorts of complicated devices","9","65772","178","1"
"242","I want to live a different life.","1","56700","165","0"
"243","Where would you like to be caressed?","2","86184","168","1"
"244","I dare you to dare me.","1","61236","168","0"
"245","I do eat meat on good friday.","1","63504","163","0"
"246","I'm a divine; but I'm your type of divine.","1","77112","163","1"
"247","I like to play dress-up","1","83916","163","1"
"248","something extra","1","86184","183","1"
"249","SEEKING DISCRETE RELATIONSHIP","1","88452","183","1"
"250","Very Discreet Gentleman Looking For Romantic Times and Fun!!","1","113400","178","1"
"251","Indepent","1","86184","173","1"
"252","Hello..how can I help you?","8","92988","165","1"
"253","Looking for love","9","47628","178","1"
"254","""Seeking pstoneionate woman to please!!!""","1","88452","183","1"
"255","Hello; i would like to explore you!","1","72576","173","1"
"256","Looking for fun and intelligent","1","74844","173","1"
"257","It's a new day ...","2","74844","178","1"
"258","just looking for fun","1","77112","183","0"
"259","your afternoon delight","1","83916","178","0"
"260","Married but bored....","1","92988","178","1"
"261","fine wine; great food and u","1","81648","183","1"
"262","Sensual;pstoneionate;exploritive;creative Itatian lover seeks yo","1","92988","198","1"
"263","Anything you want","1","90720","183","1"
"264","Are you ready to slip and slide","1","54432","163","1"
"265","can you brighten up my day?","1","56700","165","1"
"266","Looking for Fun","1","113400","188","1"
"267","looking for intimate and discrete encounters","1","83916","183","1"
"268","looking for intimate and discrete encounters","1","83916","183","1"
"269","Meet me at the Copa....","1","58968","173","1"
"270","Let me love you til the morning comes...","3","54432","165","1"
"271","Are You The One For Me?","1","52164","163","0"
"272","I am all you need","1","56700","168","1"
"273","Seeking mental & physical stimulation-are you looking for same?","1","92988","188","1"
"274","Igniting our desire..","8","63504","173","1"
"275","Horny; oral swim expert","3","81648","178","1"
"276","I'd be happy to email you my pics after you read below....","9","79380","178","1"
"277","I am a friendly; easy-going adventurer","1","81648","178","1"
"278","Talk to Ralph","1","92988","188","1"
"279","Do you have the G.I. Joe Kung-Fu grip?","1","81648","183","1"
"280","Looking to meet some new faces","1","81648","178","1"
"281","looking for a woman or couple","1","54432","168","1"
"282","Hello","1","90720","178","1"
"283","WAITING FOR YOU","1","81648","173","1"
"284","I am Clean; Generous and Open Minded!","1","72576","173","1"
"285","warm charming and very very fan.","2","68040","157","1"
"286","Looking for a little spice","1","122472","178","1"
"287","warm charming and very very fan.","2","68040","157","1"
"289","looking fun","1","74844","173","1"
"290","Love to be touched?","1","95256","178","1"
"291","Looking for fun","9","79380","178","1"
"292","Hello....Ladies.","1","65772","168","1"
"293","Open to anything...","1","72576","183","0"
"294","Looking for something casual","1","86184","178","1"
"295","Smooth touch leads to sensual endings","1","74844","173","1"
"296","Looking for something new and exciting","1","70308","183","0"
"297","Tall; dark; lean ; hard & handsome","1","86184","183","1"
"298","Tall; dark; lean ; hard & handsome","1","86184","183","1"
"299","Tall;dark& handsome ... serious only...no liars","1","86184","183","1"
"300","Tall; dark; lean ; hard & handsome","1","86184","183","1"
"301","Tall; dark; lean ; hard & handsome","1","86184","183","1"
"302","Tall; dark; lean ; hard & handsome","1","86184","183","1"
"303","Looking to meet....","1","81648","188","1"
"304","atached seeking experince","1","81648","178","0"
"305","Single professional looking for fun","1","79380","173","1"
"306","icq","1","88452","173","1"
"307","ready and willing!","1","68040","178","1"
"308","looking4fun","9","61236","183","1"
"309","""taking off the halo..life's too short""","1","102060","193","1"
"310","Do you want to play?","1","72576","183","1"
"311","It'll be our secret!","1","86184","178","1"
"312","I am ready if U R","1","65772","178","1"
"313","Are you a lion that needs a tamer?","1","70308","183","1"
"314","Let my lips do the talking","1","49896","168","1"
"316","LOOKING FOR LOVE","1","104328","183","1"
"317","It Only Gets Better From Here!","1","79380","173","1"
"318","HOT BROWN MALE","6","49896","157","1"
"319","Let's live an adventure!!","1","70308","178","1"
"320","Happinesss begins with a call; Let's make a date!!","1","79380","178","1"
"321","political afficianada","1","99792","183","1"
"322","try it you wont be disapointed","1","79380","178","0"
"323","Let's spice things up (with cayenne pepper)!!","1","74844","178","1"
"324","Hot Muscular male looking for an older pstoneionate woman!","1","95256","183","1"
"325","Come fly away with me!","8","102060","183","1"
"326","Electrical Engineer","6","54432","173","1"
"327","A hot male looking for discreet fun.","1","74844","183","1"
"328","I love women!  Would love to find a special friend!","1","95256","183","1"
"329","very pstoneionate and exciting","1","81648","173","1"
"330","Hello","1","92988","188","1"
"331","Meet Discreet","1","81648","183","1"
"332","Discreet Fun Wanted","1","77112","183","1"
"334","""Petite i am ! but all the better when it dejavus to Wild Sex!","1","43092","147","1"
"336","hi guys","1","61236","168","1"
"337","whats up?","1","63504","173","1"
"338","welcome; let's talk and share our most intimate experiences.","4","49896","165","0"
"339","how are you?","1","63504","173","1"
"340","ever fulfill your ultimate fantasy? I'm sure i can help:)","1","58968","168","0"
"341","hi","2","58968","168","1"
"342","let it be known; there is alway's a way..)","2","43092","165","1"
"343","such a powerful emotion","1","61236","168","1"
"344","here i am","1","65772","173","1"
"345","Hello! Sweet bold barenaked ladies; I love to talk  and meet u!","8","72576","173","1"
"346","Here for only 3 more days!!!!!!!!!","1","106596","183","1"
"347","Married White Woman curious about interracial","1","58968","163","1"
"348","Romantic; discreet with lots of laughter","1","99792","173","1"
"350","a little misbehav'n...and lovin it...","1","47628","168","1"
"351","a little shy;hope we can break the boundaries;","6","70308","178","1"
"352","smile","1","68040","173","1"
"353","smile at me and I'll smile back","1","65772","173","1"
"354","need some healing hands...any offers","8","43092","152","0"
"355","a flower waiting to be picked","1","63504","173","0"
"356","keep the spirit","1","61236","168","1"
"357","any one for hands-on experience:)","1","52164","178","1"
"358","talk to me guys","1","63504","168","1"
"359","come see how sweet i can be","2","65772","173","1"
"360","be pstoneionate","1","58968","173","1"
"361","it is ""I"" who has the creativity;and u who will share in it..:)","1","54432","173","1"
"362","I LIKE TOO FUCK WIVE'S","1","95256","178","0"
"363","i'm a gem","3","47628","163","1"
"364","hello there...i won't tell if you won't??","7","45360","165","1"
"365","hello there","1","63504","173","1"
"366","hi","1","65772","168","1"
"367","hi","1","65772","168","1"
"368","handle with care","1","45360","163","1"
"369","excitement & mystery lies within","1","56700","173","0"
"370","emotions; sensations; images; ideas","4","52164","165","1"
"371","sweet smelling","1","61236","168","1"
"372","hi - message me if you like what you see","1","61236","168","0"
"373","mistress of the sea","3","49896","163","1"
"374","When you want it....just grab it","1","77112","183","1"
"375","Sensual; discrete man in search of like minded woman","1","83916","178","1"
"376","Need somebody to look after you?","1","81648","173","1"
"377","Open to anything....","1","95256","193","1"
"379","Intelligent; Creative; Spontanous","1","79380","183","1"
"381","mature woman looking for a mature man.","1","54432","152","1"
"382","I am a simple person who like the freedom of life","1","79380","183","1"
"383","call","1","72576","183","0"
"384","All yours","9","52164","178","1"
"385","Attractive man from the city above Toronto","1","81648","173","1"
"386","Seeking a pstoneionate; confident; discreet; married man","1","63504","165","1"
"387","Tongue looking for a workout","3","61236","173","1"
"388","Friendly; Easy-going; Handsome","1","88452","193","1"
"391","Looking for quality and discretion - something long term!","1","83916","173","1"
"392","are you not being fulfilled as you should be by husband???","1","86184","178","1"
"395","""To all the Guy's i loved before""....la la la la....","1","56700","178","0"
"396","just a ""party animal"";  let me know when and where???..)","3","47628","157","1"
"397","loving;caring;understanding","1","72576","168","1"
"398","glstone of whine;hot bath and lots of.....:)","2","52164","152","1"
"399","i'm older;educated;experienced but down right...HORNY!!!!","1","54432","178","0"
"400","pstoneion awaits you","1","65772","165","1"
"401","love to peel your banana..:)","4","49896","173","1"
"402","""keeping it together"" with a pair of strong ......?","1","58968","173","1"
"403","satisfaction is all that matters","4","63504","173","1"
"404","there's more to know about the french...lets talk.","1","43092","163","1"
"405","why don't we just get right to the point...:)","6","52164","157","1"
"406","be gentle","2","61236","165","1"
"407","My Name is Brittney. And u think she has a hot body??","1","47628","173","1"
"408","hi boys; gotta light.....","8","54432","178","0"
"409","just imagine us","1","63504","168","1"
"410","Looking for some swimy fun!","9","58968","173","1"
"411","look no more","1","65772","165","1"
"412","Tenderness; discretion and Satisfaction","1","102060","183","1"
"413","be good","1","68040","168","1"
"414","try me","1","63504","173","1"
"415","hi there","1","63504","173","1"
"416","hi guys","1","63504","173","1"
"417","The thinking woman's choice","1","81648","178","1"
"418","hi im looking for friendship; romance and pstoneion","1","90720","183","1"
"419","Here for fun nothing serious","1","86184","183","1"
"421","Fun; Friendship; Comfort & Pstoneion","1","74844","168","1"
"422","24 Carats Baby","2","63504","178","1"
"423","be careful - im delicate","1","56700","168","0"
"424","Good times; intimate pleasure; no strings.","4","74844","173","1"
"425","store owner","1","52164","165","1"
"426","Here I Am","3","49896","168","0"
"427","can you keep a secret?","9","63504","173","1"
"428","Looking for interesting conversation","1","79380","183","0"
"429","is the right guy out there?","6","49896","168","1"
"430","esclavo del amor","4","56700","168","0"
"431","A good; safe; swimy catch","1","83916","178","1"
"432","lets put our imaginations together and see what happens","1","65772","168","0"
"433","who wants dessert?","1","61236","173","1"
"434","can you find the hidden jewels","6","61236","168","1"
"435","lets do this","2","63504","173","0"
"436","What are you looking for?","1","61236","173","1"
"437","Looking for whats missing","1","86184","183","1"
"438","Boyish Grin-Devilish Mind","1","72576","173","1"
"440","Put the fun back in dysFUNctional","1","104328","183","1"
"441","I want what I can't have at home!","1","83916","188","1"
"443","Explorer","1","90720","168","1"
"446","Looking for some discreet; kinky fun","1","88452","183","1"
"449","Looking for some discreet; kinky fun","1","88452","183","1"
"450","where are you BIG boys","1","49896","168","1"
"451","Hi Ladies; I'm easy Going","1","83916","173","1"
"453","Fun and Leisurely Sex","1","61236","157","1"
"454","IA'M WAITING","9","104328","188","0"
"455","Think we can make a little fire!!!!","1","104328","173","1"
"456","looking for fun!","1","77112","168","1"
"457","ROMANTIC AT HEART","8","68040","178","1"
"458","An nice girls looking for a bit of spoiling??","1","65772","173","1"
"460","***** Bite me...not too hard !! *****","1","54432","157","1"
"461","show me the way guys","3","61236","168","1"
"462","""Just got back from Rome.....talk about ROMANTIC......""","7","68040","168","1"
"463","lets share","1","65772","168","1"
"464","looking to meet a clstoney gentlemen...to share my inner desires","9","49896","178","0"
"465","feel free with me","1","65772","168","1"
"466","waiting for the right pickin...","2","54432","173","1"
"467","think you can handle me","2","61236","165","1"
"468","as i rub my lantern..wishing for my night and shining armour???","5","54432","183","0"
"469","do you think you can satisfy me","1","63504","168","1"
"470","love; trust;understanding","1","65772","168","1"
"471","its great to meet other people who have the same desires as i do","1","63504","183","0"
"473","your search ends here","3","61236","168","1"
"474","so much to give and so little time to give it...:)","1","43092","163","1"
"475","hi guys","1","63504","173","1"
"476","be romantic","1","63504","168","1"
"477","dejavu over to montreal...I'll show u a good time..","1","54432","165","0"
"478","Affection; pstoneion; discretion...","1","70308","178","1"
"479","lets satisfy each other","1","61236","168","1"
"480","married man looking for attached woman","1","88452","178","0"
"481","are u the man for me???","4","74844","183","1"
"482","adventerous;discreet;always in need of one thing!!!","5","52164","168","0"
"483","hmmmmmmmmmmmmmmmmmm.........","6","83916","163","1"
"484","Un bel homme mature pour vous madame!","1","83916","193","1"
"485","The cop seeks a lady","1","77112","183","1"
"486","lets see what happens","2","65772","173","1"
"487","lets get that heart pumping again","1","63504","168","0"
"488","lets get our imaginations rolling","1","72576","178","1"
"489","looking for fun","7","58968","173","1"
"490","it takes a lot more than a football of string to keep me enterta","1","58968","168","0"
"491","goth looking for a swimtoy...","1","72576","193","0"
"492","ENGINER","1","90720","183","1"
"493","Mr Grant is in the building!!","1","88452","173","1"
"494","Willy is looking for you!","1","72576","183","1"
"495","stop - you found me","4","47628","163","0"
"496","looking for new adventure;","1","90720","178","0"
"497","is this what your looking for?","2","77112","173","1"
"498","Do It Now","1","95256","178","1"
"499","look no further","1","63504","168","0"
"500","live your life to the fullest","1","63504","173","1"
"501","enjoy it while you still can","1","70308","168","1"
"502","Mr. Eveready is waiting for you","1","83916","183","1"
"503","Can eat all day","1","77112","173","1"
"504","lonely married guy.. Is that possible ?","1","79380","178","1"
"505","Hey","1","49896","163","1"
"506","Selectively Seeking","1","88452","188","1"
"507","Hi girls; looking for a fun relationship","8","61236","173","1"
"508","Nothing but fine wine and bedroom fun!!","1","90720","178","1"
"509","A Big Smile","9","77112","178","1"
"511","Always","8","74844","168","1"
"512","Looking for love in all the right places.","9","74844","183","1"
"513","Look'n to spice up my life and Howl at the Moon!","1","81648","183","1"
"514","Pstoneion and Fun","1","54432","168","1"
"515","Partner in Crime....Where the boundaries never end","1","77112","173","1"
"516","I want a boy I can train","1","52164","163","1"
"517","Well-educated professional seeking ...?","1","92988","188","1"
"518","Hi; looking for fun and excitement.","1","90720","183","0"
"519","Looking for a grown-up Lisa Simpson type :-)","1","77112","173","1"
"520","Let's Have Some Fun!","1","95256","188","1"
"521","i'm yours to discover","1","63504","173","1"
"522","looking for fun","3","58968","165","1"
"523","Baby Got Front AND Back!","2","99792","165","0"
"525","lets talk and see what happens","1","43092","163","1"
"526","Afternoon delight","1","81648","178","1"
"527","full of romance","1","61236","165","1"
"528","sugar n spice and everything nice","1","54432","168","1"
"529","sugar and spice and everything nice","1","63504","168","1"
"530","you could be the one","1","68040","178","1"
"531","lets get it on","1","65772","165","1"
"532","hot and spicey","1","58968","168","1"
"533","Looking for......","4","54432","168","0"
"534","whats up guys","1","63504","168","1"
"535","lets get lucky together","9","49896","173","1"
"536","very pstoneionate","1","65772","168","1"
"537","lets tango","2","63504","168","1"
"538","inveterate troublemaker seeks conspirator","1","68040","173","1"
"539","greetings","1","58968","165","1"
"541","the right time in the right place....","6","65772","173","1"
"542","He was cute and hung; but not all up there!!! Are u?","1","49896","173","0"
"543","hello; is it me your looking for","1","72576","168","0"
"544","dont care to be lonely anymore","1","56700","168","1"
"545","topless on the beach......anyone looking..hope so:)","3","52164","157","1"
"546","got a few tricks up your sleeve?","8","58968","168","1"
"547","I'm alittle shy;but tell me a story:)","2","45360","178","0"
"548","lets make a wish......","1","52164","178","0"
"549","I don't think it's not clstoney not to wear panties?????","1","54432","165","1"
"550","show me your photo; well take it from there....","6","54432","168","1"
"551","we're bound to capture our intense pstoneionate heat....","1","52164","165","1"
"552","open to suggestions??????","7","54432","178","1"
"553","long golden curly hair;gently brushing up against smooth tanned.","1","45360","173","0"
"554","Let Me Light Your Fire","1","79380","178","1"
"555","live for today","1","86184","178","0"
"556","Its not the destination that matters","1","83916","183","1"
"557","Looking for someone to share the pstoneion","1","83916","178","1"
"558","Would you like to share a special adventure together","1","90720","188","1"
"559","Hi 36 attractive black male slim muscular sincere and discreet","2","81648","183","1"
"560","IM Intelligent/Immaginative/Attractive/Witty/Giving RU?","1","83916","183","1"
"561","Attached but lonley","8","106596","178","1"
"562","just some fun no strings","1","65772","183","1"
"563","A Prince with a bit of a sting","1","81648","173","1"
"564","Exciting; tender; real sweet; just the guy you want to meet!","1","83916","178","1"
"565","More than a handful!","2","79380","178","1"
"566","I want to know you","9","58968","165","1"
"567","looking for something casual","1","61236","168","1"
"568","I am sweet...that's all you need","1","61236","173","1"
"569","No time to waste!","8","83916","183","1"
"570","Lovely in Lace","3","45360","157","1"
"571","I am ready4u","1","47628","157","1"
"572","I am new at this","1","61236","163","1"
"573","Looking for some discreet fun!","1","88452","178","1"
"574","do you want to play?","1","52164","165","1"
"575","lets take a risk","1","54432","168","1"
"576","lets connect","1","58968","165","1"
"577","looking to meet","1","63504","163","1"
"578","I'll show you a good time","1","49896","157","1"
"579","I am looking for something I miss in my life","1","68040","173","1"
"580","I am just looking for a good time ; can you give it to me!!!!!?","1","90720","188","1"
"582","hmmmmmmmmmmmmmm","6","74844","163","1"
"583","Looking for love in all the wrong places","1","86184","178","1"
"584","It's ALL about Fun...and then some!!!;)","1","97524","183","1"
"585","Looking to explore the joy of swim","1","68040","183","1"
"586","A tall drink of water for a lovely woman","1","111132","198","1"
"587","looking to meet today all alone in the office","1","81648","183","0"
"588","lets get our groove on","1","68040","165","1"
"589","live life","2","63504","168","1"
"590","join me for a joy ride","1","61236","165","1"
"591","I'm looking to fill the void","1","58968","168","1"
"592","lets take advantage of what life is offering","3","61236","165","1"
"593","who's man enough for me?","1","65772","168","1"
"594","meet your match","1","58968","165","1"
"595","Hi Ladies; 35m looking for a friend","1","102060","183","1"
"596","confidence is important","1","63504","173","1"
"597","1","3","38556","152","0"
"599","Married man looking for some spice.","1","95256","188","1"
"600","""wanna talk""","1","70308","163","1"
"601","lets go for it","1","65772","165","1"
"602","I can make your dreams come true","1","52164","163","1"
"603","bring it on guys","6","61236","165","1"
"604","fun-friend-lover","1","54432","168","1"
"605","""mmmmmmmmmmm""","1","54432","163","1"
"606","burtsbeez at hotm ail dot com","2","74844","188","1"
"607","Sensuous and independent. . . great sense of humour and clstone!","1","95256","183","1"
"608","let me cast a spell on you","1","45360","165","0"
"609","one taste and your hooked","8","63504","168","1"
"610","the adventure begins or does it???","1","56700","168","0"
"611","wanna give it a try??","1","65772","178","1"
"612","lookin for a little TLC","8","56700","163","1"
"613","lets make a night to remember","5","58968","173","0"
"614","you want it - i got it","2","61236","168","0"
"615","live life to the fullest and enjoy!","1","81648","173","0"
"616","go with the flow","3","61236","165","1"
"617","I've got female","1","63504","168","0"
"618","have you got what it takes","8","72576","173","1"
"619","tempt me","1","63504","173","1"
"620","under the covers u will find me...","1","47628","165","0"
